Website Index,Original Bushing Information - Original Bushing Manufacturer,Original Bushing Information - Catalog Number,Replacement Information - Replacement Bushing Manufacturer,Replacement Information - ABB Style Number
64,G.E.,11B401BB,ABB,115W1216AK
65,G.E.,11B403,ABB,115X1620BC
66,G.E.,11B403BB,ABB,115W1620BC
68,G.E.,11B404BB,ABB,115W2530UA
69,G.E.,11B406,ABB,138X2530UF
70,G.E.,11B406BB,ABB,138W2530AD
72,G.E.,11B409BB,ABB,138Z1216AK
75,WEST,11B411BB,ABB,138W1216AK
77,G.E.,11B413,ABB,138W1620AC
78,G.E.,11B413BB,ABB,138W1620AC
79,G.E.,11B414,ABB,138X2530AD
80,G.E.,11B414BB,ABB,138W2530AD
82,G.E.,11B420BB,ABB,161W0800AA
83,G.E.,11B421,ABB,161X1216AK
84,G.E.,11B421BB,ABB,161W1216AK
85,G.E.,11B422,ABB,161X1620UA
86,G.E.,11B422BB,ABB,161W1620UA
87,G.E.,11B423,ABB,161X1620BC
88,G.E.,11B423BB,ABB,161W1620AC
89,G.E.,11B424,ABB,161X2530AD
90,G.E.,11B424BB,ABB,161W2530AD
91,G.E.,11B426,ABB,161X1620AC
92,G.E.,11B426BB,ABB,161W1620AC
94,G.E.,11B430BB,ABB,196W0800XA
96,G.E.,11B431BB,ABB,196W1216XP
97,G.E.,11B432,ABB,196X1620XC
98,G.E.,11B432BB,ABB,196W1620XC
99,G.E.,11B433,ABB,138W1216XV
100,G.E.,11B433BB,ABB,138W1216XV
101,G.E.,11B433BB,ABB,196W1620BD
102,G.E.,11B438,ABB,196X1620XC
103,G.E.,11B438BB,ABB,196W1620XC
104,G.E.,11B440,ABB,115X0800XA
105,G.E.,11B440BB,ABB,115W0800XA
106,G.E.,11B441BB,ABB,115Z1216XK
107,G.E.,11B441BB,ABB,115W1216XK
109,G.E.,11B450BB,ABB,138W0800XA
110,G.E.,11B451,ABB,138W1216XK
111,G.E.,11B451BB,ABB,138W1216XK
114,G.E.,11B454,ABB,138X0800SA
115,G.E.,11B454BB,ABB,138W0800SA
116,G.E.,11B455,ABB,138X2530XD
117,G.E.,11B455BB,ABB,138W2530XD
119,G.E.,11B460BB,ABB,196W0800AY
121,G.E.,11B461BB,ABB,230Z1216JA
122,G.E.,11B512,ABB,115X0800SA
123,G.E.,11B512BB,ABB,115W0800AA
124,G.E.,11B513,ABB,161X0800BG
125,G.E.,11B513BB,ABB,161W0800BG
126,G.E.,11B515,ABB,115X0800BE
127,G.E.,11B515BB,ABB,115W0800BE
128,G.E.,11B517,ABB,138W2000ZC
129,G.E.,11B518,ABB,362W0800WE
130,G.E.,11B518BB,ABB,362W0800WE
131,G.E.,11B536,ABB,138X1620BL
132,G.E.,11B536BB,ABB,138W1620BL
133,G.E.,11B543,ABB,115X3000UG
134,G.E.,11B543BB,ABB,115W3000UG
135,G.E.,11B551,ABB,115X1216AK
136,G.E.,11B551BB,ABB,115W1216AK
137,G.E.,11B552,ABB,115X0800AA
138,G.E.,11B552BB,ABB,115W0800AA
139,G.E.,11B560,ABB,115X2025AC
140,G.E.,11B560BB,ABB,115W2025AC
142,G.E.,11B563BB,ABB,115W2000US
143,G.E.,11B566,ABB,115X1620XC
144,G.E.,11B566BB,ABB,115W1620XC
145,G.E.,11B567,ABB,115X2000DV
146,G.E.,11B567BB,ABB,115W2000DV
148,G.E.,11B568BB,ABB,115W1620UL
150,G.E.,11B570BB,ABB,115W0800AA
152,G.E.,11B571BB,ABB,115W1216AK
157,G.E.,11B573,ABB,115X1620UL
158,G.E.,11B573BB,ABB,115W1620UL
160,G.E.,11B574BB,ABB,115W1620XC
162,G.E.,11B575BB,ABB,115W0800XA
163,G.E.,11B576,ABB,115X1216XK
164,G.E.,11B576BB,ABB,115W1216XK
166,G.E.,11B577BB,ABB,115W1620BD
167,G.E.,11B580,ABB,115X0800XQ
168,G.E.,11B580BB,ABB,115W0800XQ
169,G.E.,11B581,ABB,115X1216XS
170,G.E.,11B581BB,ABB,115W1216XS
171,G.E.,11B583,ABB,115W1620XC
172,G.E.,11B583BB,ABB,115W1620XC
180,G.E.,11B591BB,ABB,115Z1216XK
187,G.E.,11B596BB,ABB,115W1620BB
188,G.E.,11B597BB,ABB,115W1216XK
189,G.E.,11B601,ABB,138X1620AC
190,G.E.,11B601BB,ABB,138W1620AC
191,G.E.,11B602,ABB,138X1216AK
193,G.E.,11B605BB,ABB,138W1216XK
195,G.E.,11B609BB,ABB,138W0800AA
197,G.E.,11B610BB,ABB,138Z1216AK
198,G.E.,11B611,ABB,138W0800XA
199,G.E.,11B611,ABB,138W1620AC
200,G.E.,11B611BB,ABB,138N0812BA
201,G.E.,11B611BB,ABB,138W1620AC
202,G.E.,11B612,ABB,138W1620AC
203,G.E.,11B619BB,ABB,138W0800XA
205,G.E.,11B622BB,ABB,138W0800XG
206,G.E.,11B623,ABB,138X1620XC
207,G.E.,11B623BB,ABB,138W1620XC
208,G.E.,11B629G07,ABB,138W0800AA
209,G.E.,11B629BB,ABB,138W0800AA
211,G.E.,11B630BB,ABB,138Z1216AK
217,G.E.,11B632BB,ABB,138W1620AC
218,G.E.,11B633BB,ABB,138W1620XC
219,G.E.,11B634,ABB,138X1216XK
220,G.E.,11B637,ABB,138X2000AB
221,G.E.,11B637BB,ABB,138W2000AB
222,G.E.,11B640,ABB,138X3000UQ
223,G.E.,11B640BB,ABB,138W3000UQ
225,G.E.,11B641BB,ABB,115W3000UQ
226,G.E.,11B643,ABB,138X4000XR
228,G.E.,11B650,ABB,161X2000UB
229,G.E.,11B650BB,ABB,161W2000UB
230,G.E.,11B651,ABB,161X1620AC
231,G.E.,11B651BB,ABB,161W1620AC
233,G.E.,11B652BB,ABB,161W0800AA
235,G.E.,11B653BB,ABB,161W1620AC
237,G.E.,11B657BB,ABB,230W2000UJ
238,G.E.,11B660,ABB,138X1620AC
239,G.E.,11B660BB,ABB,138W1620AC
240,G.E.,11B662,ABB,230W0800MA
241,G.E.,11B662BB,ABB,230W0800MA
242,G.E.,11B665,ABB,161X2530AD
243,G.E.,11B665BB,ABB,161W2530AD
244,G.E.,11B686G14,ABB,230W0800UK
245,G.E.,11B686BBG14,ABB,230W0800UK
247,G.E.,11B687BB,ABB,230W1600UL
248,G.E.,11B688,ABB,161X3000XD
249,G.E.,11B688BB,ABB,161W3000XD
250,G.E.,11B692,ABB,161W0800AA
251,G.E.,11B693,ABB,161X1620AC
252,G.E.,11B693BB,ABB,161W1620AC
253,G.E.,11B694,ABB,161X0800AA
254,G.E.,11B694BB,ABB,161W0800AA
255,G.E.,11B695*,ABB,161X0800AA
256,G.E.,11B695*,ABB,161X1216AK
257,G.E.,11B698*,ABB,161X0800AA
258,G.E.,11B698*,ABB,161X1620AC
259,G.E.,11B703,ABB,196X1620XC
260,G.E.,11B703BB,ABB,196W1620XC
261,G.E.,11B705,ABB,196X0800XA
262,G.E.,11B705BB,ABB,196W0800XA
263,G.E.,11B707,ABB,196X0800XA
264,G.E.,11B707BB,ABB,196W0800XA
266,G.E.,11B708BB,ABB,196W0800XA
267,G.E.,11B709BB,ABB,196W1620XC
268,G.E.,11B711,ABB,196W0800DE
269,G.E.,11B711BB,ABB,196W0800DE
270,G.E.,11B716,ABB,196W0800DH
271,G.E.,11B716BB,ABB,196W0800DH
272,G.E.,11B718,ABB,196X0800AY
273,G.E.,11B745*,ABB,362W1600VC
274,G.E.,11B745*,ABB,362X0800VA
275,G.E.,11B745BB*,ABB,362W0800VA
276,G.E.,11B745BB*,ABB,362X1600VC
278,G.E.,11B746BB,ABB,362W0800VA
280,G.E.,11B747BB,ABB,362W1600VC
282,G.E.,11B748BB,ABB,550W2000UD
283,G.E.,11B766,ABB,362W0800VF
284,G.E.,11B766BB,ABB,362W0800VF
285,G.E.,11B767,ABB,362X1600WD
286,G.E.,11B767BB,ABB,362W1600WD
288,G.E.,11B771BB,ABB,362W1600UC
290,G.E.,11B775BB,ABB,550W2000UD
292,G.E.,11B776BB,ABB,550W2000UD
293,G.E.,11B778,ABB,550W2000XD
294,G.E.,11B778BB,ABB,550W2000XD
296,G.E.,11B800BB,ABB,196W2000XG
298,G.E.,11B801BB,ABB,196W2000XB
299,G.E.,11B802,ABB,196X3000XE
300,G.E.,11B802BB,ABB,196W3000XE
301,G.E.,11B803BB,ABB,230Z3000MA
302,G.E.,11B803BB,ABB,196W3000UK
303,G.E.,11B804,ABB,196X0800XX
304,G.E.,11B804BB,ABB,196W0800XX
306,G.E.,11B807BB,ABB,196W4000UF
310,G.E.,11B809BB,ABB,230Z2000DA
312,G.E.,11B818BB,ABB,230Z0800HA
313,G.E.,11B819,ABB,196X1620UX
314,G.E.,11B819BB,ABB,196W1620UX
316,G.E.,11B820BB,ABB,196W1620YT
318,G.E.,11B821BB,ABB,196W2000XW
319,G.E.,11B822,ABB,196X4000UF
320,G.E.,11B822BB,ABB,196W4000UF
322,G.E.,11B823BB,ABB,196W4000UG
323,G.E.,11B824,ABB,196X2530UH
324,G.E.,11B824BB,ABB,196W2530UH
325,G.E.,11B826,ABB,115X0800XB
326,G.E.,11B826BB,ABB,115W0800XB
328,G.E.,11B830BB,ABB,196W4000UE
330,G.E.,11B832BB,ABB,196W1620XC
331,G.E.,11B833,ABB,115W1600UF
332,G.E.,11B833BB,ABB,115W1600UF
333,G.E.,11B834,ABB,196X2530XD
334,G.E.,11B834BB,ABB,196W2530XD
335,G.E.,11B835,ABB,196W0800XY
336,G.E.,11B835BB,ABB,196W0800XY
338,G.E.,11B838BB,ABB,196W0800XU
339,G.E.,11B842,ABB,196X1620XH
340,G.E.,11B842BB,ABB,196W1620XC
341,G.E.,11B844,ABB,362X0800UT
342,G.E.,11B844BB,ABB,362W0800UT
343,G.E.,11B845,ABB,362X1600UW
344,G.E.,11B845BB,ABB,362W1600UW
345,G.E.,11B847,ABB,230X0800UA
346,G.E.,11B847BB,ABB,230W0800UA
347,G.E.,11B850,ABB,196X1620UB
348,G.E.,11B850BB,ABB,196W1620UB
349,G.E.,11B855,ABB,115X1620UK
350,G.E.,11B855BB,ABB,115W1620BJ
351,G.E.,11B860,ABB,196X1620XC
352,G.E.,11B860BB,ABB,196W1620XC
354,G.E.,11B862BB,ABB,196W1620UX
355,G.E.,11B871,ABB,345Z0800AA
356,G.E.,11B871BB,ABB,345Z0800AA
358,G.E.,11B873BB,ABB,362W0800UB
360,G.E.,11B877BB,ABB,362W1600UG
362,G.E.,11B878BB,ABB,362W2000UZ
364,G.E.,11B879BB,ABB,362W2000UZ
366,G.E.,11B887BB,ABB,550W2000UN
368,G.E.,11B888BB,ABB,550W1600UF
369,G.E.,11B897,ABB,550X0800UB
370,G.E.,11B897BB,ABB,550W0800UB
371,G.E.,11B905BB,ABB,345Z0800BA
372,G.E.,11B905BB,ABB,362W0800UH
373,G.E.,11B906,ABB,362X0800UK
374,G.E.,11B906BB,ABB,362W0800UK
375,G.E.,11B910,ABB,138X4000XR
376,G.E.,11B910BB,ABB,138W4000XR
377,G.E.,11B914,ABB,800X2000AA
378,G.E.,11B914BB,ABB,800W2000AA
379,G.E.,11B915,ABB,362X0800UD
380,G.E.,11B915BB,ABB,362W0800UD
381,G.E.,11B916,ABB,362X1600UP
382,G.E.,11B916BB,ABB,362W1600UP
383,G.E.,11B917,ABB,362W2000UZ
384,G.E.,11B917BB,ABB,362W2000UZ
385,G.E.,11B919,ABB,362X3000UF
387,G.E.,11B923,ABB,362W1600VE
388,G.E.,11B923BB,ABB,362W1600VE
389,G.E.,11B924,ABB,362X3000VE
390,G.E.,11B924BB,ABB,362W3000VE
391,G.E.,11B925,ABB,362X2000UZ
392,G.E.,11B925BB,ABB,362W2000UZ
393,G.E.,11B936,ABB,196X1200DD
394,G.E.,11B936BB,ABB,196W1200DD
395,G.E.,11B937,ABB,550X2000UK
396,G.E.,11B937BB,ABB,550W2000UK
397,G.E.,11B938,ABB,161X0800UF
398,G.E.,11B938BB,ABB,161W0800UF
399,G.E.,11B961,ABB,161W5000UD
400,G.E.,11B961BB,ABB,161W5000UD
401,G.E.,11B962,ABB,550W1600UQ
402,G.E.,11B962BB,ABB,550W1600UQ
403,G.E.,11B963,ABB,362X2000UA
404,G.E.,11B963BB,ABB,
405,G.E.,11B969,ABB,230X3000AG
406,G.E.,11B969BB,ABB,230W3000AG
407,G.E.,11B970,ABB,115X0800AA
408,G.E.,11B970BB,ABB,115W0800AA
409,G.E.,11B975,ABB,465X1600DC
410,G.E.,11B975BB,ABB,465W1600DC
411,G.E.,11B976,ABB,115X0800AA
412,G.E.,11B976BB,ABB,115W0800AA
413,G.E.,11B977,ABB,115X1216AK
414,G.E.,11B977BB,ABB,115W1216AK
415,G.E.,11B981,ABB,230X5000UG
416,G.E.,11B981BB,ABB,230W5000UG
417,G.E.,11B985,ABB,196X0800DG
418,G.E.,11B985BB,ABB,196W0800DG
419,G.E.,11B988,ABB,550X2000UE
420,G.E.,11B988BB,ABB,550W2000UE
421,G.E.,11B989,ABB,550X3000BF
422,G.E.,11B989BB,ABB,550W3000BF
423,G.E.,11B993BB,ABB,115W0800UP
425,G.E.,14B441,ABB,
426,G.E.,1553127G1,ABB,115X0800VQ
427,G.E.,1553127G3,ABB,115X0800VQ
428,G.E.,1559974G1,ABB,025X1200UD
429,G.E.,1559974G105,ABB,025X1200UD
430,G.E.,15B001,ABB,025X0400AV
431,G.E.,15B002,ABB,025W0400AV
432,G.E.,15B003,ABB,025X0400UY
433,G.E.,15B004,ABB,034X0400UQ
434,G.E.,15B005,ABB,034X0400UQ
435,G.E.,15B006,ABB,034X0400UP
436,G.E.,15B008,ABB,046X0400AW
437,G.E.,15B009,ABB,046X0400AX
438,G.E.,15B013,ABB,025X0412AT
439,G.E.,15B014,ABB,025X0412AT
440,G.E.,15B016,ABB,034X0412AP
441,G.E.,15B019,ABB,046X0412AU
442,G.E.,15B060,ABB,069X0400AP
444,G.E.,15B062,ABB,069X0400MB
446,G.E.,15B121,ABB,025X2000BK
447,G.E.,15B128,ABB,025W2000CE
448,G.E.,15B132,ABB,034W2000RJ
449,G.E.,15B133BB,ABB,034W2000RE
450,G.E.,15B139,ABB,015W2000AU
451,G.E.,15B148,ABB,025W3000BF
452,G.E.,15B159,ABB,015W3000RG
453,G.E.,15B168,ABB,025W4000RH
454,G.E.,15B300,ABB,025U1400HB
455,G.E.,15B300BB,ABB,025T1400HB
457,G.E.,15B301BB,ABB,025T0450JB
458,G.E.,15B302,ABB,025U0600VG
459,G.E.,15B302BB,ABB,025T0600VG
461,G.E.,15B303BB,ABB,025T0750VA
463,G.E.,15B304BB,ABB,025T1000JK
464,G.E.,15B305,ABB,025T1200JF
465,G.E.,15B305BB,ABB,025T1200HY
467,G.E.,15B306BB,ABB,025T1400WM
468,G.E.,15B308,ABB,025U1800VC
469,G.E.,15B308BB,ABB,025T1800VC
470,G.E.,15B311,ABB,025U0450JL
471,G.E.,15B311BB,ABB,025T0450JL
473,G.E.,15B312BB,ABB,025T0600JD
474,G.E.,15B313,ABB,025U0900VP
475,G.E.,15B313BB,ABB,025T0900VP
477,G.E.,15B314BB,ABB,025T1200HJ
479,G.E.,15B316BB,ABB,025V1800VQ
480,G.E.,15B325,ABB,025U1200HY
481,G.E.,15B325BB,ABB,025T1200HY
482,G.E.,15B326,ABB,025U1200JM
483,G.E.,15B326BB,ABB,025T1200JM
484,G.E.,15B341,ABB,025U0450JH
485,G.E.,15B341BB,ABB,025T0450JH
486,G.E.,15B399,ABB,025U0900VN
487,G.E.,15B399BB,ABB,025T0900VN
488,G.E.,15B411,ABB,025U0450HW
489,G.E.,15B411BB,ABB,025T0450HW
490,G.E.,15B415,ABB,025T0600JR
491,G.E.,15B415BB,ABB,025T0600JR
492,G.E.,15B426,ABB,025U1600HL
493,G.E.,15B426BB,ABB,025T1600HL
494,G.E.,15B428,ABB,025U0120HK
495,G.E.,15B428BB,ABB,025T0120HK
496,G.E.,15B429,ABB,025U0200HR
497,G.E.,15B429BB,ABB,025T0200HR
498,G.E.,15B430,ABB,025U0300HS
499,G.E.,15B430BB,ABB,025T0300HS
500,G.E.,15B431,ABB,034U0120HA
501,G.E.,15B431BB,ABB,034T0120HA
502,G.E.,15B432,ABB,034U0200HB
503,G.E.,15B432BB,ABB,034T0200HB
505,G.E.,15B433BB,ABB,034T0300HD
506,G.E.,15B434,ABB,034U0040HC
507,G.E.,15B434BB,ABB,034T0040HC
508,G.E.,15B438,ABB,034U1400VA
509,G.E.,15B438BB,ABB,034T1400VA
511,G.E.,15B440BB,ABB,025T0320KC
512,G.E.,15B444,ABB,034U0040LC
513,G.E.,15B444BB,ABB,034T0040LC
514,G.E.,15B516,ABB,034X0412AP
515,G.E.,15B714BB,ABB,025T1200JN
516,G.E.,15B600,ABB,025U0900VR
517,G.E.,15B600BB,ABB,025T0900VR
518,G.E.,15B601,ABB,025U0450VD
519,G.E.,15B601BB,ABB,025T0450VD
520,G.E.,15B602,ABB,025U0600VE
521,G.E.,15B602BB,ABB,025T0600VE
522,G.E.,15B603,ABB,025U0750VF
523,G.E.,15B603BB,ABB,025T0750VF
525,G.E.,15B604BB,ABB,025T1000VK
527,G.E.,15B605BB,ABB,025T1200VH
528,G.E.,15B606,ABB,025U1400VJ
529,G.E.,15B606BB,ABB,025T1400VJ
530,G.E.,15B608,ABB,025U1800VL
531,G.E.,15B608BB,ABB,025T1800VL
532,G.E.,15B611,ABB,025U0450HP
533,G.E.,15B611BB,ABB,025T0450HP
534,G.E.,15B612,ABB,025U0600HQ
535,G.E.,15B612BB,ABB,025T0600HQ
536,G.E.,15B613,ABB,025U0900HT
537,G.E.,15B613BB,ABB,025T0900HT
538,G.E.,15B614BB,ABB,025U1200HV
539,G.E.,15B614BB,ABB,025T1200HV
540,G.E.,15B619,ABB,025U2150HM
541,G.E.,15B619BB,ABB,025T2150HM
543,G.E.,15B711BB,ABB,025T0450HX
544,G.E.,15B712AA,ABB,025T0600HU
545,G.E.,15B712CA,ABB,025U0600HU
547,G.E.,17B004,ABB,034X2000AE
548,G.E.,17B004BB,ABB,034W2000AE
549,G.E.,17B006,ABB,034X1200UN
550,G.E.,17B006BB,ABB,034W1200UN
551,G.E.,17B008,ABB,025W2000AJ
552,G.E.,17B008BB,ABB,025W2000AJ
554,G.E.,17B012BB,ABB,069W2000MC
555,G.E.,17B037,ABB,069X0412XN
556,G.E.,17B039,ABB,034X5000UW
557,G.E.,17B039BB,ABB,034W5000UW
560,G.E.,17B067,ABB,069X3000UJ
561,G.E.,17B067BB,ABB,069W3000UJ
562,G.E.,17B068,ABB,069X3000UB
563,G.E.,17B068BB,ABB,069W3000UB
564,G.E.,17B070,ABB,034X0412AP
565,G.E.,17B076BB,ABB,015W5000UG
566,G.E.,17B077BB,ABB,034W2000BA
567,G.E.,17B080,ABB,034X1600AW
568,G.E.,17B080BB,ABB,034W1600AW
569,G.E.,17B109,ABB,015X1200AF
570,G.E.,17B109BB,ABB,015W1200AF
571,G.E.,17B168,ABB,025W4000RH
572,G.E.,17B168BB,ABB,025W4000RH
573,G.E.,17B227,ABB,025X0412AT
574,G.E.,17B227BB,ABB,025W0412AT
575,G.E.,17B250,ABB,025X2000BE
576,G.E.,17B250BB,ABB,025W2000BE
577,G.E.,17B251,ABB,025X2000BE
578,G.E.,17B251BB,ABB,025W2000BE
579,G.E.,17B252,ABB,025X3000BF
580,G.E.,17B252BB,ABB,025W3000BF
581,G.E.,17B260,ABB,025X2000UE
582,G.E.,17B260BB,ABB,025W2000UE
583,G.E.,17B265,ABB,025X4000UU
584,G.E.,17B265BB,ABB,025W4000UU
585,G.E.,17B266BB,ABB,025W4000BY
586,G.E.,17B277,ABB,069X1200MI
587,G.E.,17B277BB,ABB,069W1200MI
589,G.E.,17B300BB,ABB,034W0412AP
590,G.E.,17B301,ABB,034X0400AN
591,G.E.,17B301BB,ABB,034W0400AN
592,G.E.,17B303,ABB,034X1200AT
593,G.E.,17B303BB,ABB,034W1200AT
595,G.E.,17B306BB,ABB,034W0400AR
596,G.E.,17B336,ABB,015X0400UE
597,G.E.,17B336BB,ABB,015W0400UE
598,G.E.,17B350BB,ABB,034W2000BA
599,G.E.,17B350BB,ABB,034Z2000CA
600,G.E.,17B351,ABB,034X2000CA
601,G.E.,17B351BB,ABB,034W2000CA
602,G.E.,17B352,ABB,034X3000BC
603,G.E.,17B352BB,ABB,034W3000BC
604,G.E.,17B380BB,ABB,015W2000AL
605,G.E.,17B400,ABB,046X0412AU
606,G.E.,17B400BB,ABB,046W0412AU
608,G.E.,17B401,ABB,046X0400AX
609,G.E.,17B401BB,ABB,046W0400AX
610,G.E.,17B403,ABB,046X1200AY
611,G.E.,17B403BB,ABB,046W1200AY
613,G.E.,17B406BB,ABB,046W0400AW
614,G.E.,17B450,ABB,046X2000UD
615,G.E.,17B450BB,ABB,046W2000UD
616,G.E.,17B452,ABB,046X3000UE
617,G.E.,17B452BB,ABB,046W3000UE
618,G.E.,17B457BB,ABB,025W3000RV
619,G.E.,17B465BB,ABB,015W2000AM
620,G.E.,17B469BB,ABB,015W2000AQ
621,G.E.,17B477BB,ABB,015W0412AR
622,G.E.,17B478BB,ABB,046W0400RZ
623,G.E.,17B480BB,ABB,015W4000UH
624,G.E.,17B484BB,ABB,034W2500RB
625,G.E.,17B489BB,ABB,015W4000RB
626,G.E.,17B493BB,ABB,015W3000RF
627,G.E.,17B500,ABB,025X2000BH
628,G.E.,17B500BB,ABB,025W2000BH
629,G.E.,17B501,ABB,025X0412AT
630,G.E.,17B501BB,ABB,025W0412AT
631,G.E.,17B503BB,ABB,015W1200RD
632,G.E.,17B506BB,ABB,015W3000RH
633,G.E.,17B511,ABB,025W3000UC
634,G.E.,17B511BB,ABB,025W3000UC
635,G.E.,17B522,ABB,
636,G.E.,17B522BB,ABB,025W0412AT
639,G.E.,17B554BB,ABB,025W3000BW
640,G.E.,17B555BB,ABB,025W3000AK
642,G.E.,17B597BB,ABB,069W1200XT
645,G.E.,17B600BB,ABB,069W0412AN
647,G.E.,17B601BB,ABB,069W0400AQ
649,G.E.,17B602BB,ABB,069Z0412XN
650,G.E.,17B605,ABB,069X0400MB
651,G.E.,17B605BB,ABB,069W0400MB
653,G.E.,17B606BB,ABB,069W0400AP
654,G.E.,17B608BB,ABB,069W0400AS
656,G.E.,17B612BB,ABB,069W0400XQ
657,G.E.,17B616BB,ABB,069W1600VF
659,G.E.,17B617BB,ABB,069W1200AT
660,G.E.,17B623BB,ABB,025W3000UT
661,G.E.,17B635BB,ABB,034W0400RD
662,G.E.,17B650,ABB,069X2000UH
663,G.E.,17B650BB,ABB,069W2000UH
665,G.E.,17B651BB,ABB,069W2000UZ
666,G.E.,17B667,ABB,069X3000UK
667,G.E.,17B667BB,ABB,069W3000UK
668,G.E.,17B668,ABB,069X3000UL
669,G.E.,17B668BB,ABB,069W3000UL
670,G.E.,17B819,ABB,015W1200RQ
671,G.E.,17B819BB,ABB,015W1200RQ
672,G.E.,17B838,ABB,025X3000UH
673,G.E.,17B838BB,ABB,025W3000UH
674,G.E.,17B898,ABB,069X1200VA
675,G.E.,17B898BB,ABB,069W1200VA
676,G.E.,17B991,ABB,015X4000UB
677,G.E.,17B991BB,ABB,015W4000UB
678,G.E.,17B999,ABB,069W0600MF
679,G.E.,17B999BB,ABB,069X0600MF
680,G.E.,1B003,ABB,015K0060AE
681,G.E.,1B004,ABB,015K0060AE
682,G.E.,1B007,ABB,015K0060AE
683,G.E.,1B008,ABB,025K0060AE
684,G.E.,1B040,ABB,015K0400AN
685,G.E.,1B040BB,ABB,015J0400AN
686,G.E.,1B048,ABB,015K0300AY
687,G.E.,1B048BB,ABB,015J0300AY
688,G.E.,1B050,ABB,
689,G.E.,1B051,ABB,015K0300BS
690,G.E.,1B051BB,ABB,015J0300BS
691,G.E.,1B057,ABB,015K0060AT
692,G.E.,1B063,ABB,015K0060AA
693,G.E.,1B063BB,ABB,015J0060AA
694,G.E.,1B064,ABB,015J0120AK
695,G.E.,1B072,ABB,009K0060AJ
696,G.E.,1B074,ABB,015J0060SP
697,G.E.,1B077,ABB,
698,G.E.,1B078,ABB,
699,G.E.,1B078BB,ABB,
700,G.E.,1B084,ABB,
701,G.E.,1B084BB,ABB,
702,G.E.,1B094,ABB,
703,G.E.,1B094BB,ABB,002J0500HA
704,G.E.,1B109,ABB,
705,G.E.,1B109BB,ABB,025J0200AJ
707,G.E.,1B137BB,ABB,015J0300AB
708,G.E.,1B147,ABB,015K0120FK
709,G.E.,1B147BB,ABB,015J0120FK
710,G.E.,1B148,ABB,
711,G.E.,1B148BB,ABB,015J0120FN
712,G.E.,1B150,ABB,
713,G.E.,1B150BB,ABB,
714,G.E.,1B155,ABB,
715,G.E.,1B155BB,ABB,
716,G.E.,1B228BB,ABB,
717,G.E.,1B287,ABB,025K06T0GJ
718,G.E.,1B297,ABB,
